immediate	immediately	-3.3569655688579685
lad	chap	None
railway	railroad	-1.212397764106657
monument	memorial	-0.689504155786501
homogeneous	uniform	-0.5152298186008488
honest	sincere	0.9860139065182891
clothes	clothing	-1.591435829399429
mend	repair	-0.23343490043206602
jewel	gem	-0.3900494835348717
list	listing	-2.734376522223649
obsolete	outdated	-0.8943374127375603
incorrect	wrong	-1.468465968026693
phone	telephone	-1.132097785248739
villain	scoundrel	-1.6067876304397086
market	marketplace	-3.0000304076015545
harbor	seaport	-1.9104333195787804
style	manner	-2.981568953653822
spouse	partner	0.2684576211205249
auto	car	-0.775492560881017
package	parcel	-2.3691537358061074
child	kid	-3.8664226710979324
sweets	confectionery	0.881093930189009
help	aid	-2.7483913739118946
lazy	indolent	0.4362417775221416
father	dad	-3.487499571763581
cloth	fabric	-0.3952692695716508
baby	infant	-1.7403787781717794
flower	blossom	-0.950551967467191
bicycle	bike	0.1509528941702211
dollars	bucks	-4.9851877423974615
new	modern	-3.2765653786038054
reasonable	sensible	-1.635576769803224
portion	part	-1.4937339259072246
loyal	faithful	-0.46531126950147306
vocabulary	lexicon	-0.5460438689709721
airplane	aeroplane	-1.4671056800215572
rock	stone	-2.1238745146941
intelligent	clever	-1.614299117731144
confused	baffled	-2.17484255216201
identical	same	-1.2171776923907496
snake	serpent	-0.6585414159490626
organized	arranged	-3.467863269442
shore	coast	-2.288844952347375
mother	mom	-3.011679208151895
rational	logical	0.024929590476145687
emphasis	accent	-3.4734490887090645
close	distant	-2.6230536035728975
sincere	insincere	None
clean	dirty	-0.92208359020832
sweet	sour	1.7536653207391024
generous	stingy	-1.4378865573967505
cooked	raw	0.32224721896574154
white	black	0.2629814574408049
competent	incompetent	-0.46878107460180307
fat	thin	-0.984713783712098
sane	crazy	-1.215828567239855
able	unable	-4.176568496571599
wide	narrow	-1.4418906963745992
introvert	extravert	3.396580596528576
bright	pale	-1.3403908405372826
willing	unwilling	-1.609780861582334
concerned	unconcerned	-4.432157812608515
hot	cold	0.4950745694827443
aware	unaware	-2.4927727083909956
clear	vague	-4.408971489269751
gaseous	solid	0.5297913163089815
happy	sad	-0.2653313885340767
warm	cool	0.5946255236111428
interesting	uninteresting	-2.515419199869229
long	short	-1.0933613850634571
hard	soft	-0.11192038453001613
slow	fast	-5.600789862526116e-05
rich	poor	0.48435870511418994
abundant	scarce	-1.5924651778171761
organized	unorganized	-0.8129936773250446
tight	loose	-0.920136713730623
tasty	tasteless	None
full	empty	-2.6519581138702844
short	tall	-2.77296345905145
common	rare	-2.220825344730112
normal	abnormal	0.13719096699495295
pale	tanned	-2.331737749274006
lumpy	flat	None
energetic	lethargic	None
young	old	-1.6365361328257308
beautiful	ugly	-1.0679645071279775
dry	wet	0.847742416121088
cheap	expensive	-0.6080343935625727
decisive	hesitating	-3.4448765742721554
large	small	-1.052092755741776
colorful	colorless	-3.474983537689167
jewellery	bead	-1.393463406207149
teapot	spout	0.8951318817643801
tripod	leg	-1.643920968046221
womb	cervix	0.6998814343452452
movie	scene	-2.147078739132334
sonata	movement	-0.2137622001965708
door	hinge	-1.351331752888677
castle	donjon	-1.5028216220162836
piano	keyboard	-0.3730738569464583
radio	receiver	-2.686354960278202
bus	seats	-3.558887681096585
pub	bar	-0.7763872788639309
window	pane	-1.7471604985792983
litre	millilitre	0.20650800849519704
railcar	suspension	-3.1506068002611847
church	altar	-2.1357283085815255
telephone	receiver	-2.6877694965145666
flower	petal	0.2337776198029699
filename	extension	0.8262772366641051
gun	trigger	-1.4912845643090331
dollar	cent	-1.2307584242223495
jail	cell	-2.5331059508374265
day	hour	-2.5975866691864384
chair	seat	-2.8758948081282347
gramm	milligram	None
dress	sleeve	-2.140393240928892
staircase	step	-2.5771081265544735
car	engine	-1.0545688028204936
shilling	pence	3.738944001757168
brush	bristle	-0.2231208672180422
harbor	dock	-2.0258524561990874
orthography	hyphenation	None
pie	crust	0.024154628533812905
torso	chest	-0.25538939423758134
deer	antler	-0.07784918793922069
apartment	bedroom	-1.9945420389411836
sword	blade	0.03338106389094609
gigabit	megabit	2.09065831230117
typewriter	keyboard	0.2833763558001354
byte	bit	0.9241817747031752
table	tabletop	-2.639201282342667
shirt	button	-2.5582209944374212
guitar	string	-1.0692973075267724
cat	whiskers	-0.14656837800487274
seafront	harbor	None
authorize	authorization	-2.202862881152015
realize	realization	-4.649808682226992
accuse	accusation	-2.222297956666676
starve	starvation	-0.8725799083204852
standardize	standardization	-2.0090639349068464
visualize	visualization	-1.083897661969699
maximize	maximization	-1.971301551009425
compute	computation	-0.9013319276843058
globalize	globalization	None
declare	declaration	-2.2175096674748636
oblige	obligation	-1.1673222866507378
privatize	privatization	-0.06443557823156607
minimize	minimization	-1.102502779842225
perspire	perspiration	2.597371291853076
customize	customization	-1.5501390525280754
degrade	degradation	-1.7531914647407656
configure	configuration	-0.7766580177115634
aspire	aspiration	None
consult	consulation	None
compile	compilation	-1.6525347989446662
specialize	specialization	-1.5130739774618893
continue	continuation	-4.980457025750144
restore	restoration	-2.940892181394627
stabilize	stabilization	-1.5703843308420988
determine	determination	-4.062287208201747
reorganize	reorganization	-2.729861802202281
organize	organization	-2.170878564161777
colonize	colonization	-1.6365257462533092
improvize	improvization	None
illumine	illumination	None
admire	admiration	-2.6710148597827583
characterize	characterization	-3.7364864542970735
install	installation	-1.2239952694067882
deprive	deprivation	None
randomize	randomization	2.1701785947414
prepare	preparation	-3.0794163859704566
expire	expiration	-1.4610264322193622
utilize	utilization	-4.091840798860456
condense	condensation	1.2764791744449933
inspire	inspiration	-3.4101770338416983
observe	observation	-3.0316385766390703
occupy	occupation	-2.3987487921813795
examine	examination	-3.227539029541022
allege	allegation	-2.6020123267419897
civilize	civilization	-0.3886065800015255
uniting	united	-3.1443487271902497
following	followed	-4.093956763284617
describing	described	-3.4242407085610025
telling	told	-2.654601784871529
publishing	published	-1.153624691107166
introducing	introduced	-3.5564962107924174
improving	improved	-2.8211666567083893
announcing	announced	-2.521663921498094
creating	created	-3.5663868573227555
continuing	continued	-3.4239223482492536
considering	considered	-3.4699051907251777
allowing	allowed	-4.3353786414709035
hearing	heard	-2.25486222174081
agreeing	agreed	-3.5699601509930017
sending	sent	-3.1137751312027544
performing	performed	-2.8365876239934114
attending	attended	-2.741969301182174
expecting	expected	-3.6688641345928
failing	failed	-3.473408487684778
involving	involved	-3.190256881621234
providing	provided	-3.5918728887988487
representing	represented	-3.0815959593222724
replacing	replaced	-2.724578311690009
reducing	reduced	-2.3121899314430414
relating	related	-2.998115160347942
adding	added	-3.2654211228601118
applying	applied	-3.1319012977262894
marrying	married	-2.668953703625646
teaching	taught	-1.136651446414353
containing	contained	-2.8303039437340574
locating	located	-3.2346175862108315
deciding	decided	-3.488599110175669
existing	existed	-4.20801484205485
managing	managed	-2.514200322630981
understanding	understood	-2.971807681044613
including	included	-4.327185460576154
becoming	became	-3.8732743247575283
appearing	appeared	-3.1301865473120047
suffering	suffered	-3.4241987911947507
proposing	proposed	-3.167901921354137
asking	asked	-3.261869396106925
spending	spent	-3.4487792662034105
establishing	established	-3.957989384820973
remaining	remained	-2.8990238397802828
receiving	received	-3.1634566128820656
maintain	maintaining	-3.5414027106986485
develop	developing	-3.2090191906069645
receive	receiving	-3.013051979743471
teach	teaching	-2.2962903772740755
become	becoming	-3.914009525599684
allow	allowing	-3.3649170020616945
consider	considering	-3.065955279881772
reduce	reducing	-1.2914277996055568
achieve	achieving	-3.5367406546504014
provide	providing	-3.4033857125475966
remain	remaining	-3.635708700369459
require	requiring	-3.239069349188116
follow	following	-3.083881292492699
add	adding	-2.5839667196486977
include	including	-2.938237121383451
encourage	encouraging	-3.5973566052251686
appear	appearing	-3.4954399048942277
lose	losing	-2.474614156776954
exist	existing	-3.1014067844048605
believe	believing	-3.2404505812717317
perform	performing	-2.889804216231508
enjoy	enjoying	-3.1918305184138434
operate	operating	-2.5382036168966824
remember	remembering	-2.6171186484593796
apply	applying	-2.630734284108951
ensure	ensuring	-3.4240724920138548
refer	referring	-3.8794412189861682
improve	improving	-2.4031692904919404
promote	promoting	-3.5469031715954347
expect	expecting	-0.7092286846327148
tell	telling	-2.8502669152157987
seem	seeming	-3.906234007517275
continue	continuing	-3.9467764255116635
ask	asking	-3.030203091582341
create	creating	-3.345599879695736
attend	attending	-3.5368028864816234
involve	involving	-2.59282458769234
sit	sitting	-2.2031955285946956
understand	understanding	-2.1723354956944787
represent	representing	-3.5713540601057456
prevent	preventing	-2.783032540647329
avoid	avoiding	-2.5347502360678167
spend	spending	-3.8125673178203217
contain	containing	-2.5489745865910747
identify	identifying	-2.6172848950065366
install	reinstall	-2.8256703021055363
cognize	recognize	None
define	redefine	-1.2663125625793286
commend	recommend	-0.20676495123996813
invest	reinvest	-3.41721869904473
unite	reunite	-3.7601686472106755
generate	regenerate	-3.041134299495133
deem	redeem	None
appoint	reappoint	-0.8951153112194071
assess	reassess	None
emerge	reemerge	None
publish	republish	-1.574599791606878
connect	reconnect	-4.240479543176933
distribute	redistribute	None
locate	relocate	-2.8545969943946847
engage	reengage	None
tell	retell	-2.1493832825337056
evaluate	reevaluate	-1.4900258267320345
send	resend	-1.8679147881065845
adjust	readjust	None
create	recreate	-3.423055499596255
examine	reexamine	-1.7986988375429362
upload	reupload	None
learn	relearn	-1.711496853087751
consider	reconsider	-4.1466876005040305
write	rewrite	-2.7023789895651538
appear	reappear	-2.742795087838233
calculate	recalculate	-0.12288039380369599
grow	regrow	-3.6442752734447814
integrate	reintegrate	None
solve	resolve	-3.4411791736881567
assure	reassure	None
develop	redevelop	-3.530160515769803
negotiate	renegotiate	None
configure	reconfigure	1.22275296326844
confirm	reconfirm	None
discover	rediscover	-1.000649636833357
introduce	reintroduce	-1.155616207307652
arrange	rearrange	-1.2962437335255794
assign	reassign	0.648538336254725
organize	reorganize	-2.524355884699753
interpret	reinterpret	None
apply	reapply	-2.4527280249714356
decorate	redecorate	None
occur	reoccur	None
faith	fanatism	None
interesting	exciting	-0.7707565061888897
giggle	laugh	1.6533983909277876
excited	agitated	-1.7258611742064358
boring	tedious	0.23762101693652057
unhappy	miserable	-1.5546853647762284
pain	torment	-1.2897101844153005
confused	lost	-2.9700902936745135
creative	ingenious	-2.862575347834894
chuckle	laugh	0.7061977383405779
indulge	pamper	None
jog	run	-0.6035415983859378
like	love	-2.325905469049654
rain	deluge	-3.1893818120496484
doze	sleep	0.5074984662228113
house	palace	-3.003402420146398
nap	sleep	-0.18480762199529205
opposed	averse	None
sea	ocean	-0.7052567274601224
snack	meal	0.33643259428991623
cat	lion	-2.0502524413404006
dinner	feast	-2.694452597469339
unfortunate	tragic	-1.2450189641913183
cry	scream	-1.2733764137670462
necessary	essential	-2.5577691263059923
warm	hot	0.15270742723566977
guilty	remorseful	-3.0250881366689732
dislike	hate	-1.1016782631159225
afraid	terrified	-2.471203245798496
sad	desparate	None
love	adore	-2.5785824880177053
irritate	enrage	None
lake	sea	-2.1621326978552244
bad	awful	-2.169409016985037
tired	exhausted	-0.673153200820126
damp	drenched	None
happy	ecstatic	-3.206218160353685
strong	powerful	-1.1477005634478314
angry	furious	-2.0332400598188203
tasty	delicious	0.31874169621312415
poorly	afflicted	None
want	crave	-4.34831176445257
monkey	gorilla	-1.2285416666411972
soon	immediately	-4.219866903194998
pony	horse	0.06287438691239983
fisherman	fisherwoman	0.0852734895163567
murderer	murderess	-0.827320773384999
actor	actress	-0.008765920654880497
boar	sow	0.5715358804032107
webmaster	webmistress	None
headmaster	headmistress	0.35815901682602447
emperor	empress	0.5874372312834929
hero	heroine	0.6541078578484871
batman	batwoman	0.5026877029596084
grandson	granddaughter	-0.6442278982434718
waiter	waitress	1.191052112817952
grandfather	grandmother	-0.15822161726296213
god	goddess	-0.5184946454203628
ram	ewe	-0.38432133747674385
son	daughter	-0.2993988876130911
buck	doe	-0.4872723867992854
businessman	businesswoman	-2.008012479164703
hound	bitch	-1.7451959680821414
grandpa	grandma	2.5084444524907945
heir	heiress	-1.4683243081830768
uncle	aunt	0.5916012569354825
duke	duchess	0.9490639803948703
sir	madam	-1.8919967049338882
father	mother	-0.10540996521207602
prince	princess	0.41626926679929666
fox	vixen	-1.359770252705123
stepfather	stepmother	-0.48922681811256974
king	queen	-0.23172274691618605
mister	miss	-0.2901807628246158
husband	wife	0.2585790864898978
policeman	policewoman	-0.563347599654197
man	woman	-0.22138993680955577
daddy	mommy	0.8742177301920916
valet	maid	0.20162242905292893
tiger	tigress	-1.0828478743485266
superman	superwoman	-0.8640354991695337
dad	mom	0.514416114111429
manager	manageress	-5.2634861196199925
gentleman	lady	-1.1159424882012767
groom	bride	2.1600129415089886
brother	sister	0.02842326853043768
rooster	hen	0.9301359767680093
poet	poetess	-2.7443702066023388
boy	girl	0.3597892055159347
sculptor	sculptress	-3.556510120969363
sweater	turtleneck	0.5256261785630313
tool	rake	-3.0195751233764505
railway	monorail	-3.018213885746413
sofa	divan	-0.6775646227289844
shelf	bookshelf	-2.2090594644699784
burger	hamburger	0.2938911258485467
candy	lollipop	-0.833372010763248
boat	ferry	-1.4136820390265121
cup	teacup	None
color	white	-0.4326762868591008
drum	tambourine	0.7286363645607262
brush	toothbrush	-0.5850992851963016
shirt	polo	-1.1996680622068534
guitar	ukulele	-0.2896233895530033
cookware	pot	-0.1831480948082054
weekday	monday	-0.15162333568343508
jewelry	bracelet	-0.9173745140555388
jewel	diamond	-0.8415045780589127
container	bag	-1.4438046137652558
camera	camcorder	-0.5012364936276638
flask	thermos	1.9337804182458087
bed	bunk	-1.146254127517377
month	january	-0.7703632835394139
church	chapel	-1.3523713170782692
seat	chair	-3.2841682818503277
book	paperback	-2.295019672935269
song	lullaby	-2.5390770232130744
cushion	pincushion	None
toy	doll	-0.6949621910586058
spice	pepper	0.18367776014187856
cutlery	knife	0.6689990645573601
car	limousine	-2.68346542829354
collar	choker	-0.6551717472052282
cloud	thundercloud	-1.033901191646283
season	spring	-3.014472497829152
dress	gown	-0.5415850922323232
gun	rifle	-0.4961082384815861
mixer	blender	-0.27580944693347487
bag	pouch	-0.5418445054337215
dessert	cake	0.631671044407715
backpack	daypack	None
oven	broiler	0.22104672279779644
shoes	sneakers	0.012867009995991146
emotion	anger	0.24882864710476013
painting	watercolor	-0.7075479415129357
laid	overlaid	-6.072457763530783
stressed	overstressed	None
represented	overrepresented	-4.323998354930116
saturated	oversaturated	None
written	overwritten	-4.991920080604631
turned	overturned	-5.804054689003975
inflated	overinflated	None
exposed	overexposed	-4.244971640051671
booked	overbooked	None
spent	overspent	None
thrown	overthrown	-5.079141220659381
used	overused	-5.633315711888564
sold	oversold	-4.307177270232529
loaded	overloaded	-2.6852712327713597
stretched	overstretched	None
arching	overarching	None
ambitious	overambitious	-2.025000026563647
protective	overprotective	None
paid	overpaid	-4.917933374440252
charged	overcharged	-3.02170481430078
simplified	oversimplified	-2.1387554111556653
cooked	overcooked	-1.0011358020832624
enthusiastic	overenthusiastic	None
powered	overpowered	None
filled	overfilled	-3.8987779827868945
zealous	overzealous	None
subscribed	oversubscribed	None
sized	oversized	-4.39769242246403
shadowed	overshadowed	None
developed	overdeveloped	None
done	overdone	None
strained	overstrained	None
confident	overconfident	-1.833980233861132
optimistic	overoptimistic	None
painted	overpainted	-2.110071740554503
grown	overgrown	None
heated	overheated	-2.49379934630582
stated	overstated	-5.060875692901155
stocked	overstocked	None
populated	overpopulated	-2.246854505429364
heard	overheard	-3.5610358056193747
compensated	overcompensated	None
crowded	overcrowded	-3.2078102588388573
qualified	overqualified	None
stimulated	overstimulated	None
neat	neater	-0.742833713695622
wealthy	wealthier	-2.5761145102831735
rude	ruder	-0.8659933846477378
scary	scarier	0.2935883834678097
hot	hotter	-2.5870809715629877
nice	nicer	-2.2970528749573127
happy	happier	-2.12062101252362
ugly	uglier	-1.3146616283931123
merry	merrier	None
sunny	sunnier	None
fierce	fiercer	None
sad	sadder	-2.093319954352792
coarse	coarser	-1.0962296204657627
subtle	subtler	-3.182251631082458
harsh	harsher	-2.1078293580735297
angry	angrier	-1.2891538573165788
vast	vaster	-3.3829649473100893
rocky	rockier	-2.793426364351926
tasty	tastier	None
strict	stricter	-3.0107519423674973
dumb	dumber	4.169583233092628
cute	cuter	0.21268178187114636
cheap	cheaper	-1.8251436983733342
sticky	stickier	None
vague	vaguer	None
clever	cleverer	-1.710613455596349
mad	madder	-2.155494085703504
mild	milder	-1.942100528475766
hardy	hardier	None
strong	stronger	-2.714300294845926
huge	huger	-4.811784535300421
nasty	nastier	-1.22878385291062
hungry	hungrier	None
risky	riskier	-1.6917479821796118
lazy	lazier	-0.9891346528498087
weak	weaker	-1.6883829551008032
tricky	trickier	None
handy	handier	None
dense	denser	-1.045237171323883
weird	weirder	-0.48183835308337536
moist	moister	None
proud	prouder	None
lucky	luckier	None
tiny	tinier	-0.6826912079336339
pure	purer	-3.259673187186116
appoints	appointed	-4.015100875434273
locates	located	-4.285927501928087
intends	intended	-4.450039634827185
publishes	published	-2.7322499862704475
consists	consisted	-5.532087192320904
requires	required	-3.1110670890943326
applies	applied	-3.1702191142851963
believes	believed	-5.516805974833431
continues	continued	-4.948504798186021
provides	provided	-4.072913027313369
operates	operated	-3.2970476986721566
develops	developed	-3.818650284769415
happens	happened	-2.8828749146680246
spends	spent	-5.135042594457578
expects	expected	-4.578160693126994
represents	represented	-3.5826698734072915
agrees	agreed	-5.426577874237359
follows	followed	-3.6521315880239946
receives	received	-4.234143374250912
seems	seemed	-5.459509899944751
asks	asked	-4.163030677202554
announces	announced	-6.145497026562771
tells	told	-2.8193262307158546
refers	referred	-4.55076992290422
allows	allowed	-5.013826236476058
performs	performed	-3.146048331240983
adds	added	-3.886696550538694
becomes	became	-5.648640614911717
relates	related	-3.486013284946
creates	created	-4.099750765138919
remains	remained	-4.721163407954706
proposes	proposed	-4.165372248349415
marries	married	-3.090274888486336
occurs	occurred	-4.153223004618945
involves	involved	-3.7385090242798245
fails	failed	-4.284212131572326
loses	lost	-3.184939852665825
introduces	introduced	-4.7108691717365465
sends	sent	-4.112693784070035
replaces	replaced	-3.7270198620731785
includes	included	-4.064579194148093
considers	considered	-4.1661640341271475
appears	appeared	-4.6460263560266775
hears	heard	-3.32234659318957
suggests	suggested	-4.9823502897015155
property	properties	-1.9863013311203024
society	societies	-2.0064679301974166
majority	majorities	-3.178931372900234
history	histories	-3.5515804663997153
theory	theories	-0.8744565524982615
loss	losses	-2.7156326072704253
basis	bases	-3.5862525074591924
business	businesses	-2.1383136652226433
responsibility	responsibilities	-3.291530922157566
entry	entries	-1.8983394587211406
category	categories	-1.2441507933417715
wife	wives	-2.5837427382810203
technology	technologies	-1.7109920348357408
memory	memories	-1.5106221918402896
century	centuries	-2.36639171604823
safety	safeties	-2.0557970473122773
duty	duties	-2.652890544738554
opportunity	opportunities	-3.5248890543700875
secretary	secretaries	-1.6514921608107909
university	universities	-2.3182257227564897
analysis	analyses	-1.8260510638677545
army	armies	-2.0125576427615526
county	counties	-1.5784948272384889
authority	authorities	-2.6106303228364776
community	communities	-2.3945048503293522
policy	policies	-1.8235586911877568
formula	formulae	-1.2387144753031538
security	securities	-3.240511308101319
family	families	-2.5732375103553484
activity	activities	-2.153296862664441
economy	economies	-1.9633465949872826
variety	varieties	-2.765177996402951
child	children	-1.0251204077297296
story	stories	-2.131935001106378
library	libraries	-0.4467741377426006
city	cities	-2.7727942660666702
strategy	strategies	-1.6650813246490255
industry	industries	-1.5497972883498032
facility	facilities	-1.9142839223010528
ability	abilities	-2.8352639283857153
country	countries	-2.884842571909075
woman	women	-2.3772217212852915
energy	energies	-1.8427763916499558
life	lives	-1.5176357401508254
spend	spent	-4.204050581888752
introduce	introduced	-3.5864638651963006
send	sent	-3.1106854007755493
describe	described	-3.4683487698611404
expect	expected	-3.4295209403669764
accept	accepted	-2.896336569829598
create	created	-3.6789395332714707
manage	managed	-3.7631774262515667
reduce	reduced	-2.825009502434011
understand	understood	-2.3904782628445123
remain	remained	-4.315439447876675
consider	considered	-3.4861680325155207
perform	performed	-2.928100306618092
require	required	-2.916640158756034
achieve	achieved	-2.9871871116639137
decide	decided	-4.040227768162807
agree	agreed	-2.895882869749222
improve	improved	-2.999833775827152
develop	developed	-3.788794656635088
provide	provided	-3.584423096012792
involve	involved	-3.2562303665867263
marry	married	-2.2918239117018455
relate	related	-2.961245169178214
enjoy	enjoyed	-2.618917145188786
include	included	-3.9692509219860423
announce	announced	-3.4467088792449228
continue	continued	-4.078489520078397
follow	followed	-3.3230162286646507
refer	referred	-4.6856066340830544
receive	received	-3.3315573763692727
lose	lost	-2.6628503988909618
apply	applied	-2.5497946074069375
allow	allowed	-4.389376468186551
ask	asked	-3.0039254989343407
hear	heard	-2.2184780873709977
ensure	ensured	-4.591672444439908
locate	located	-3.527077411224042
attend	attended	-3.52953070379671
appear	appeared	-3.646954448054715
identify	identified	-2.5685870796971466
become	became	-3.887610558259365
establish	established	-4.384594955517988
seem	seemed	-4.199766526924652
replace	replaced	-3.624532892053539
tell	told	-2.707993066075586
cabbage	green	-0.6840280976463011
salt	white	-3.41623235026145
ant	black	-2.2619386977861025
cauliflower	white	-2.0134205232822993
blackboard	black	-3.326919703484133
sea	blue	-3.3618161570920773
celery	green	-0.589961175815982
sky	blue	-0.9825936291727726
tea	black	-1.8666545374395924
carrot	orange	-1.222465362760612
cucumber	green	-0.9857375277184042
grass	green	-1.1596733240650912
leaves	green	-1.0165338531601709
chocolate	white	-1.2362092742287771
cranberry	red	-1.2221677603640844
yoghurt	white	-2.420083059464164
frog	green	-1.501990949690811
radish	red	-0.3656218489206169
cherry	red	-1.8449058116599806
bruise	blue	-1.5736115612904766
blood	red	-1.7044235909027015
grapes	black	-2.7129195046278984
peony	red	-2.3482616545664303
potato	brown	-2.8181339703168535
raven	black	-1.8996991475332274
sun	yellow	-2.8568001376628125
cream	white	-0.8677939048461728
blueberry	blue	-1.2719859135881044
spinach	green	-0.16498708490445788
sugar	white	-2.1582750302228937
emerald	green	-0.444007371368552
coffee	black	-2.7053871382615884
milk	white	-2.124785038662756
pepper	black	-1.6461440009512645
crow	black	-1.5913871978174545
apple	red	-2.2441793903197613
cloud	white	-2.2970675571683787
parsley	green	-0.35025421778404403
broccoli	green	-1.4471917775014675
swan	white	-2.208075394326724
snow	white	-1.9205207465871776
tomato	red	-0.9770630896920325
ruby	red	-1.3529156778160858
soil	black	-2.3966584907385453
coal	black	-2.989738845435292
available	unavailable	-3.283178863813328
used	unused	-4.112913459363688
usual	unusual	-2.710314475998443
acceptable	unacceptable	1.1836297690994273
affected	unaffected	-1.2951098102762049
fortunate	unfortunate	-0.07648802087400093
predictable	unpredictable	0.27328652116337515
aware	unaware	-2.4927727083909956
healthy	unhealthy	0.39880124529472855
realistic	unrealistic	-0.927450555619276
popular	unpopular	-3.073318814713016
lucky	unlucky	0.5242045190659917
reliable	unreliable	-0.6922014153110623
pleasant	unpleasant	0.5882629282362755
desirable	undesirable	1.4552935421869302
intended	unintended	-1.6810007496382526
conditional	unconditional	1.5187936844977297
related	unrelated	-1.9764290672652995
veiled	unveiled	-0.8437086759814387
finished	unfinished	-3.680235186777318
paid	unpaid	-0.715977569816765
able	unable	-4.176568496571599
changed	unchanged	-4.234916214704301
known	unknown	-3.231054726976568
published	unpublished	-1.7217864627848174
specified	unspecified	-1.6614340957857878
noticed	unnoticed	None
employed	unemployed	-1.1408186990743114
authorized	unauthorized	-0.5709344578974448
satisfactory	unsatisfactory	0.16382890414436604
comfortable	uncomfortable	-1.8462508435368916
identified	unidentified	-2.577538752526834
believable	unbelievable	0.34401035685354087
biased	unbiased	0.9870473231897673
controlled	uncontrolled	-1.1281542622455587
resolved	unresolved	-1.3044714915217115
reasonable	unreasonable	-0.05543119887292905
happy	unhappy	-1.0470412295869094
suitable	unsuitable	-2.124475250700146
certain	uncertain	-3.468888464749445
conscious	unconscious	1.9264312960950205
lawful	unlawful	1.8161107866123882
wanted	unwanted	-3.082344116513255
expected	unexpected	-2.88087039987138
interrupted	uninterrupted	-2.5429113579669176
cup	tableware	None
brooch	jewelry	-0.6667740116909046
deodorant	toiletry	None
necklace	jewelry	-0.6732711446189295
fridge	appliance	-0.8109168966497016
sidewalk	walk	-1.6096923430800616
jeans	trousers	0.6842790314727498
desk	furniture	-1.9211968650017024
perfume	toiletry	0.7864631368419511
toothbrush	brush	0.9029228393531159
plum	fruit	-0.12994479808834686
cake	dessert	0.41029645323816705
dress	clothes	-0.6830473888051137
hairnet	net	0.20615352157083383
shirt	clothes	-2.2878838972195084
vase	jar	-1.1222505247656271
skirt	clothes	-2.084661330623705
hairpin	pin	-0.2648846771864756
grapefruit	citrus	1.3344013302979334
juicer	utensil	None
pie	pastry	0.20734245085604025
wristband	band	-2.3027712533938067
