chair	sit	3.2812236377254553
wrench	tool	5.007278761287046
tiny	little	1.271670789708521
poor	money	0.7923693537034846
safe	dangerous	1.8444254676099932
great	good	0.8857414374464264
beautiful	pretty	2.298579140729222
ring	finger	4.676321574368412
correct	right	0.4974137175363987
shoe	foot	3.4966063693836333
puppy	dog	4.850126956619088
rock	hard	2.209435449522365
sick	health	1.3640413838803405
hammer	hit	1.4594440043801895
shield	protect	3.3598958857383834
wall	room	2.2262173893975143
match	fire	-0.9538580196914428
candy	sweet	4.10303905249317
huge	big	1.1638476821697816
teacher	educate	0.9588505220777592
ugly	beauty	2.7216448064504206
hilarious	funny	4.460925283029167
play	work	-0.7630437114781818
eyes	see	1.874042219227686
ham	meat	4.1459917953827565
bird	fly	2.7914723320253936
organized	neat	0.4504627964259346
shark	fish	3.37190653229198
branch	tree	2.916480721087212
dead	life	0.8969128365389174
shovel	dig	6.274574170645909
pilot	airplane	3.8916356241993033
near	far	1.427788525982906
chess	game	1.9895606963808572
win	lose	2.554698174820959
robin	bird	2.9681451236975085
bees	hive	7.272825880199643
giant	large	0.8304518251913965
hard	soft	3.909536631251034
map	guide	2.438710923833945
apple	heathy	x
salesman	sell	2.775695315062032
rare	common	1.6258176992268711
carrot	vegetable	3.6615196575402895
side	square	1.2122202564371514
furious	angry	3.6195360774228336
fin	fish	3.009954569263488
blanket	soft	1.6688252857483656
rich	poor	3.8758964027887415
obese	overweight	7.3735570815672755
disorganized	order	-0.5103687616652347
brush	paint	4.163342716659638
mountain	tall	2.0443873426448613
hockey	sport	2.835181931175314
teeth	chew	5.5300500681543046
fork	eat	2.5919194833128008
ecstatic	happy	x
steak	meat	4.1805427501747205
nice	mean	1.5929779866316665
exhausted	tired	3.683117934261356
shy	confidence	1.9712561326491975
artist	paintbrush	2.6233716074482354
letter	word	2.6228909967365723
dog	pet	3.9557489820952942
tuxedo	formal	3.934570869475528
pot	cook	4.084227463957559
cushion	sofa	4.135213741403853
jazz	music	3.0206277738978797
ancient	old	0.7634719864772946
boulder	heavy	1.0136757133788532
mircroscope	examine	x
ice	slippery	2.7797203843828564
depressed	sad	4.407382674090219
speakers	stereo	3.362935834478886
needle	sew	5.640328245122869
joy	emotion	2.66284409918202
dangerous	safe	1.4491466399346105
lazy	ambition	2.1029083836521463
potato	vegetable	4.921880513552782
scale	weight	0.8621703658178355
ball	round	0.4997742885851797
strange	normal	0.7543598318731376
ignorant	knowledge	1.432887212028817
brilliant	intelligent	2.245849894272092
string	guitar	3.180966499000062
razor	shave	6.625492076824592
dry	moisture	3.372023640501601
theft	crime	2.8934627300482108
milk	white	1.0784575382827322
full	empty	1.599446664753609
pen	write	2.8174931493432163
mattress	bed	5.378892741997733
clock	time	1.676846406939995
saturday	weekend	x
war	peace	2.841419558604945
combatant	fighter	3.4656459599739784
infantile	immature	5.3399298908693495
convict	guilty	4.118810583051617
rifle	gun	4.124694686148373
infinite	limited	1.1235303415034583
perish	die	2.6083930810572618
unskilled	expertise	x
ballad	song	2.9665217576165896
clarify	obscure	2.5977145668066903
bun	hamburger	6.6789346625910975
charity	aid	3.220514849470298
traitor	treasonous	6.184690190598767
remember	predict	-0.7125454877749909
doughnut	pastry	6.7736600023251246
examination	diagnosis	4.095834847385455
flamboyant	elaborate	3.578305390115039
taboo	acceptance	0.5353193116144038
confirm	deny	6.480450434879417
salutation	letter	4.529577828894197
referee	officiate	7.108327345779395
professor	scholarly	0.8351624582812157
beneficial	detrimental	6.287469373953619
bunch	bananas	5.904199700649499
granite	stone	3.697804086218148
hyperactive	energetic	4.59211667752042
witness	testimony	4.8303128976190415
platter	serve	1.6369253155644892
superstition	irrational	5.303992612638223
airplane	hangar	4.176397961901058
illiterate	read	4.094382499052224
honor	disgrace	2.9348023250159274
whisper	quiet	3.1520604107599755
island	archipelago	5.221848347071494
patience	virtue	3.9390313509927632
kiss	affection	2.9062574201475866
network	connect	2.6970387683126265
devastated	damaged	1.4280049948810687
algebra	mathematics	3.7235562746891935
uninhibited	restraint	3.4526770640257856
offer	request	0.2563693998991963
epidemic	widespread	2.5472393484765954
note	melody	1.708661199491954
lifejacket	boat	4.112799124897505
devout	religious	3.0068159232188667
hidden	visible	1.7626823759740713
cough	cold	4.636389035339466
veins	circulate	1.854233755277796
assassination	murder	2.3977787180210117
ignite	extinguish	5.555965156353969
elderly	youth	1.8488560290527636
conclusion	essay	1.8524936589257976
locker	storage	2.9231746428130743
excruciating	painful	x
fame	obscurity	2.647341524915838
heirloom	inherited	3.8946198864543313
sunscreen	sunburn	8.490912685411066
contract	agreement	2.5463107609074465
active	idle	1.4342073292637814
hasty	patience	3.1403933560975683
klutz	clumsy	7.971642358920567
lizard	reptile	6.270348530528031
battle	war	1.8993454989960965
treaty	peace	4.0655697189371125
lenient	strict	4.064257270312702
blender	appliance	6.235847123546576
lantern	light	3.1282653764371258
faded	brilliance	x
classroom	desk	1.8955405725469263
dwindle	increase	x
ocean	immense	0.5453015501494661
star	constellation	6.6687506601235365
documentary	film	2.596088748734692
key	unlock	3.9397586180941087
nearby	distant	2.01217721091414
whimper	fear	x
heart	organ	1.283053759532828
tidy	unkempt	x
gasoline	flammable	4.871255007521095
adolescent	maturity	2.2041290767590658
boastful	proud	5.850342176860303
infection	bacteria	4.6299958549762295
mask	disguise	3.97423891563404
passport	document	4.186345374885569
believable	credible	4.960348805642386
helium	gas	4.081041187782448
fish	gills	4.300138684279209
insecure	confidence	2.2164992316615924
blaze	fire	3.0868326206790364
antique	aged	0.15353725564219028
article	magazine	3.577499816713296
lens	camera	4.920094610519556
appalled	dismayed	6.219722834390419
slob	messy	6.277536181537905
fever	symptom	4.346416253794629
advocate	criticize	1.918637430438068
christmas	gifts	x
boundless	limit	x
coal	fuel	3.349486381484195
fisherman	net	4.664506699035932
brake	decelerate	4.727867658026391
extrovert	gregarious	x
suspect	credibility	0.06763164469575653
platform	policies	0.8345017410667835
aimless	direction	2.631627120800484
marathon	endurance	2.8688478849761285
emaciated	thin	2.7065469620122715
infamy	reputation	3.1013897623230218
jurisprudence	law	3.6560321975604007
apathetic	zeal	5.171719351648716
avarice	generosity	5.7230865602292464
bellicose	aggressive	x
rebuttal	refute	x
mutinous	compliant	x
rant	bombastic	x
castle	edifice	1.5250539162533647
voluminous	large	-0.2505660512110942
negligence	carelessness	5.9727434500154
shepherd	dog	4.168950079643737
irrational	reason	2.450081023539484
senator	legislature	3.622632867132897
galleon	sail	5.109697904255634
misogynist	feminist	x
parishioner	church	4.111102746210122
insurgent	rebellious	x
epidermis	skin	5.240644797574159
quandary	uncertainty	3.9982055123500415
colloquial	formal	3.623996585126276
spy	espionage	4.530700385562244
insomniac	sleep	4.959374379813496
volatile	unstable	4.285112768171587
clairvoyant	predict	4.532381917722927
dirge	mournful	7.450682059793994
bourgeoisie	class	3.3594884675204497
menagerie	animals	5.599754860980254
bow	boat	3.3665476465466457
miser	parsimonious	x
prosaic	exciting	x
infallible	error	3.602911782071217
vacuous	intelligence	x
partisan	biased	4.365830254020834
initial	acronym	1.1968742617910657
meticulous	careful	4.177293246552344
ingenue	naive	x
hamlet	village	3.7485472461356335
frivolous	grave	1.375384099633896
perceptive	notice	2.397273565230035
sophomoric	maturity	x
disparage	encourage	x
smorgasbord	foods	x
capillary	vessel	3.48886946999208
ignoramus	unintelligent	x
panacea	cure	5.403502171167163
maladroit	skill	x
fastidious	particular	2.895860629673254
exoneration	release	3.8819531598106503
clay	malleable	1.9769231887967431
pristine	damaged	0.6755221717978998
fetter	restraint	x
map	atlas	5.1554988953704575
diffident	confidence	x
agnostic	belief	2.3844002899054457
palliative	relieve	3.813612756190429
exorcism	demons	5.977021740182803
grouch	cantakerous	x
incipient	mature	1.7268808780916929
succulent	rich	2.8677565783443795
caucus	meeting	1.9488420062910168
indigent	poor	3.0446578830565296
impromptu	rehearsal	x
maelstrom	storm	x
enigma	mysterious	2.0537496940529434
veil	enshroud	7.39175184634134
poison	noxious	3.8909881278142713
placid	tumultuous	x
blatant	obvious	3.773170270848936
blasphemy	religion	3.2368156811701314
tawdry	taste	x
tedium	excitement	x
cringe	discomfort	x
diatribe	speech	x
buttress	wall	4.069120866000321
jury	deliberate	3.4433584244595656
saccharine	sweet	x
altruism	selfishness	7.115416172680532
bishop	ordained	5.35371719792242
pragmatic	practical	3.311593393072992
cauldron	pot	4.40206254388649
precept	guidance	x
trinket	value	1.5317411941619152
euphemism	polite	5.244343359099487
frail	brawn	x
acrophobia	heights	7.637637652165124
heretic	unorthodox	x
debunk	verify	x
legend	map	0.7514297910783329
epistle	letter	3.9320550191332346
detective	mysteries	4.537344201312656
thwart	frustrate	5.1825277115454105
decoy	deceive	5.562728796642616
larceny	crime	2.6339372260923746
athlete	fit	-0.19887791874765776
microwave	heat	2.281659758049554
comedy	funny	3.2105767996890293
brother	sibling	3.1465612093116384
humiliated	embarrassed	5.908563717639171
train	railroad	2.1380473767293844
skeptical	belief	2.2699943714093287
optimism	pesimissm	x
sunscreen	skin	5.422910062924477
spaghetti	pasta	6.183423462493871
liar	honesty	3.3714748616361585
downpour	rain	6.543632729952772
wizard	magical	4.7293344802727155
misfortune	luck	4.598639018979799
verse	song	3.306722591558576
almond	nut	5.795163994236693
wool	sheep	5.3645373891171335
pebble	stone	3.616931354452627
newspaper	inform	1.4241314306806232
bus	automobile	1.4818896839197868
engine	car	2.20022398106745
butcher	meat	4.8524470514295786
obscene	inappropriate	4.7911379451903136
positive	negative	5.592368314167499
cigarette	unhealthy	x
helmet	head	2.8233859677812223
sewing	craft	3.2066984621524357
accident	unintended	0.8448251942382771
trivial	importance	0.696538920706297
expert	skilled	2.6126922649045587
coffee	bitter	2.5085360733159443
alarm	warn	5.034390413921086
soda	beverage	3.9108221254477726
clock	time	1.676846406939995
deck	ship	3.37903946120374
help	hinder	3.5019412292135335
apple	tree	3.2337300549799584
shell	nut	3.6745553716324197
carefree	worry	2.991486422755918
huge	large	0.5881685837728214
torch	illuminate	4.919657181322589
jewel	shiny	x
wedding	ceremony	3.9215048448751313
gallery	art	3.232687674777109
violinist	orchestra	4.871929420254202
foot	inches	4.2816623557503375
bright	dull	4.15744192575141
apathetic	motivation	x
loathe	dislike	x
root	plant	2.6599907187614447
orphan	parents	3.4839561739402383
mirror	reflect	3.801251282000104
cloth	threads	3.8110218665695177
tattoo	permanent	2.8609708025559994
outdated	modern	2.6112788874858537
adorable	cute	7.252490293055768
sculpture	art	2.861315075944922
order	chaos	2.3099832954143453
reckless	caution	x
fork	utensil	6.539964474256319
general	army	2.194001168542296
helmet	protect	2.7616545853675705
bachelor	wife	-1.4468150261330088
gigantic	large	0.40601270004084733
pain	discomfort	6.1618742839477205
mansion	large	0.8588966296331754
bald	hairy	4.9610626831741085
sword	weapon	3.4891509530409253
stage	theater	1.8096950699963132
ruby	gem	6.111486649114594
building	manmade	0.3124928645446734
insecure	confidence	2.2164992316615924
ingredient	recipe	4.860435172892253
nightmare	dream	4.452934242465156
scientist	laboratory	3.1151985579878723
hilarious	funny	4.460925283029167
surgeon	doctor	3.239482885676716
siren	alert	4.8582236040978515
ruthless	pity	2.052651409867374
mandatory	optional	4.773737499632811
house	shelter	1.4212730587434217
strange	familiar	2.8414774780491667
room	house	2.1728762306809384
silk	smooth	0.6281441312973083
plant	garden	2.5296735282185763
trip	fall	1.4447870738280075
mechanic	cars	1.7900588457960362
cotton	cloth	4.5034270334038675
criminal	innocence	1.4656840920006562
priceless	valuable	0.9314868940038192
rooster	chicken	5.095462688853702
policeman	enforce	0.8068911078692741
full	empty	1.599446664753609
novel	fictional	3.0923576869771767
daffodil	plant	3.1286864442110067
unique	uncommon	1.1604721585221665
bread	bakery	4.837486208968569
democracy	government	1.7494265469371872
extravagant	modesty	x
hand	clock	1.3323921214664298
fresco	painting	3.7476486980131103
monument	venerate	x
unnecessary	prerequisites	x
fiery	flagrant	x
waiver	safe	x
obdurate	cooperative	x
betray	trust	5.043412183293592
woman	engender	1.4797752131301602
turbulent	violence	1.276623510326096
dissertation	plagiarized	5.0798762488987865
territorial	terrestrial	x
installment	serial	3.1038199562576168
masquerade	party	1.1856207450438974
headmaster	principled	x
directory	telephone	2.9576399307234085
elevation	pinnacle	-0.16414232631597764
hindsight	perfect	x
homage	copy	0.9017817162922416
leaf	autumnal	3.4032330850881487
autonomous	free	1.5075364180020152
inkling	pen	x
latent	manifestation	1.9953858184029507
stringent	solid	x
dishevel	destroy	x
symbolic	metaphor	2.208336183775803
treaty	war	2.0228623731453204
patron	sexist	x
rural	suburban	4.508749448220957
termite	wood	3.765753494977194
atheist	faith	3.1785858107735305
hazardous	dangerous	3.5855713926251283
frame	painting	0.9865966665274905
tractor	pulled	2.7656453515177595
boorish	propriety	x
predator	ecosystem	4.821650614267534
usury	interested	x
abstain	indulge	x
capricious	restrained	x
asphyxiation	choking	7.710914106507719
tournament	stadium	0.9004147341961056
measurement	weigh	1.2190840232576208
lava	molten	5.092752266629731
koala	marsupial	8.3386005378055
idyllic	dreams	0.8616016576201352
beneficent	upset	x
legitimacy	scam	2.7297846654515303
unique	unprecedented	1.6470538941506614
vivacious	health	x
picnic	basket	2.512055393815573
celebrity	questionnaire	x
narcissist	egocentric	x
teenager	neonatal	x
humorous	amusing	3.378588596038333
padded	resume	3.755911340930112
simplicity	complex	1.3220686754915831
procure	valuable	1.1250414203975558
stigmatize	criticize	x
whimsical	capricious	6.4688713356616905
conjecture	supposed	1.1235478004648327
evil	courtesan	1.1953160710820792
ornament	tree	2.412773755138611
cheap	inexpensive	2.956353325336404
heretic	blaspheme	x
dance	polka	4.141352940525136
smoke	burn	2.5676888102799817
mawkish	stoic	x
ostracism	society	2.8440739869363147
libertine	freedom	1.5255434745832137
choreography	dance	4.237374527605722
ironic	metallic	x
elucidate	clarify	3.8246208898585565
penetrate	impermeable	3.657371585125391
swallow	migratory	2.8649000873831523
cancer	tumors	4.820305565481052
complain	ravenous	x
corpulent	thin	x
concertina	instrument	4.523881903748529
lovable	annoying	x
tentative	agenda	x
elucidate	clarify	3.8246208898585565
shower	water	1.987512837294532
car	garage	3.3511665452223234
quiet	secret	0.7554157296493847
weak	strength	2.192129852322404
boat	swim	2.894223091997596
cup	drink	2.879570843280708
cow	milk	6.505232599079148
huge	big	1.1638476821697816
tired	energy	-0.2496254116879576
silent	noisy	1.4244993841669529
fun	cool	2.0789942223138462
terrible	bad	2.127323116606325
necklace	neck	4.767329466275347
crazy	smart	2.033386013757739
boot	hand	0.04180848990384842
kitten	cat	5.073013513491446
water	wet	2.0853114640031007
sad	emotion	2.510385082027741
knife	cut	3.525912987576136
computer	talk	-0.3013283676728979
lettuce	sandwich	5.5495071178557085
bag	wallet	4.405495823149486
water	cold	1.756147374676331
nice	good	1.9977577425677036
doctor	heal	2.3776040740269693
serious	humor	1.4540798587932109
right	wrong	3.95278650272487
laugh	cry	6.8130868728859175
hands	cry	0.7687295726300111
air	water	2.18706511716202
horse	ride	3.0554425228176645
ugly	pretty	3.893299140459249
sausage	vegetable	2.2662069320838927
lemon	fruit	3.851121000954039
cold	temperature	2.9515680498083525
bus	run	2.567960129893028
driver	ship	-2.8600157222704925
gray	black	3.6431267741520097
checkers	basketball	x
play	learn	0.3928440410428399
pear	fruit	4.546760260850232
cows	city	-1.7790632976702208
scary	bad	0.45250704142521203
fast	quick	2.4022976345098863
apartment	locate	0.9333630521435436
teacher	good	-0.2086333324603065
teacher	learn	0.7230775069882657
shiny	bright	4.079668173427844
animal	horse	1.8993402776972852
finger	hand	4.243658681879774
sad	happy	4.287548139443847
string	guitar	3.180966499000062
money	rich	0.8713923858639686
young	old	2.216114946017726
guilty	wrong	0.4987210268632137
intelligent	belief	0.6879068037067133
straw	drink	3.20798076265428
game	fun	1.7245229587582032
bus	car	2.1026320163770045
clouds	fly	0.8836208155198741
calculator	think	x
depressed	sad	4.407382674090219
nature	wood	-0.14320706051703022
bad	happy	0.7853811422196791
ready	lazy	0.08769329406125652
smart	sense	1.138748524832166
lawyer	computer	-1.4143990814331582
brick	house	2.7523768789508485
fire	water	1.3911003326215374
car	fast	1.2901924115153658
camera	take	1.4752940691393654
faucet	sink	5.648881216973479
silver	metal	2.0529132642820884
crazy	unhealthy	x
ring	beautiful	-0.5765346618808807
letter	communicate	0.16100065478928854
basketball	fun	0.1579283238471044
peaceful	bored	x
arms	legs	5.134585184547619
movie	entertain	0.4914424356151244
food	beverage	5.5699238297954174
hard	nice	0.37579525255481305
bald	hair	3.946701108165632
fish	shark	4.166648043431252
thermometer	temperature	5.58037547057991
dog	friendly	1.2010498505589082
scared	angry	4.133118063219397
scared	courage	1.156806892306862
devastated	disappointed	1.1726332000865114
shoe	pants	2.6562384246083184
hair	comb	4.384813576173686
light	height	-0.0849085593814531
winter	season	1.9357712410137329
traffic	heavy	1.8359277953438211
boring	exciting	3.6189709973014534
shovel	dig	6.274574170645909
drain	sink	3.4480654846942813
building	height	1.5424575300369543
November	December	3.681511411892776
weather	clouds	3.28032419894078
queen	monarch	2.675565199612208
outstanding	impressive	0.8882700485524194
clock	digital	1.6908767994540503
van	automobile	0.3705543322984552
valid	illegitimate	x
ignore	oversee	x
vivacious	intensity	x
burial	death	0.9676366708551236
guard	protect	2.5915374920455037
ketchup	hotdog	7.71478932244089
dictionary	words	4.304504829895
reporter	biased	1.4657665410916068
hear	listen	2.720415222479523
passport	document	4.186345374885569
evaluation	title	-2.007312783781457
kind	benevolent	3.266045597919585
factual	opinion	2.66391483220555
use	employ	0.3167528643529489
courtship	marriage	4.990067195913582
sentry	guard	5.32926152379592
friend	imaginary	0.733719549570482
allowed	forbidden	1.3510619343883636
street	neighborhoods	2.1797001883079825
action	event	0.3758525424591862
fabulous	drab	x
spouse	marriage	3.085889797169591
fork	dice	x
opinion	factual	2.326915708002874
car	garage	3.3511665452223234
immobile	move	1.2792323551129798
comfort	pleasure	3.0750126630199452
folktale	traditional	0.6042453813413706
anchor	aircraft	-1.0021283344460803
essay	story	1.3499543994237109
smile	fear	1.022016547890381
statue	memorialize	2.3063836378341844
unusual	weird	2.6667128582986983
rain	precipitation	4.594857774984246
overweight	shape	1.8839313087466267
damage	repair	2.6996044744676597
artist	idealistic	x
bone	skeleton	3.7072136870820978
medicine	disease	2.1532762645216525
hyper	energetic	5.190495655009227
spicy	delicious	4.962489340319134
fever	issue	-0.16769010781230814
calculators	think	x
document	certificate	2.316691830633336
harvest	plant	1.5576645524556587
famous	popularity	-0.456533270570665
theme	song	2.123462373945101
telephone	communication	2.4019947691480925
baffling	confusing	x
peace	harmony	5.043469163931314
ship	wooden	0.8984622988096501
hope	tornado	-0.8430876019287552
limerick	poem	4.929910790136233
challenging	difficult	2.2283398336670284
unskilled	magic	2.319091211703164
priest	evil	0.9039989080638721
ambulance	hospital	4.682429086618416
button	hole	1.6634110997351512
title	ownership	0.7133452316530733
hopeful	optimistic	5.824865992404642
tent	cabin	3.56940247570328
fan	oxygen	-0.7226634809003009
decrepit	strength	x
bank	dollar	1.7178288273105853
ridicule	mock	4.474973029158137
surface	flat	2.2895465225870675
crystal	jewel	2.7538196109603517
parka	sweater	x
newspaper	guide	-0.30847830138572746
timid	bold	3.2558107092151043
grimace	comfort	x
glaze	sauce	3.430393978833416
smooth	jagged	4.168714796824227
love	wonderful	1.3231459560892112
murder	motive	2.825453143281292
angry	outraged	3.8481952264011605
intoxication	alcohol	4.992007227702981
powder	moisten	x
mineral	geology	2.7967639417112364
chilly	freezing	4.914927361373123
Christianity	religion	4.5431754052267
pig	hooves	4.584965999950203
fluent	language	4.446710557296239
decision	idea	-0.17230591952193305
technique	effective	1.918840241436956
revolution	war	1.7247636362766676
amplifier	violin	x
interested	apathetic	1.9799600964013837
benefactor	poor	2.3315023511238464
debate	argument	2.530095616313357
excuse	permit	1.5115921125494864
Thanksgiving	turkey	5.824979374646853
saintly	holiness	x
kidney	body	1.2972478728679004
teacher	professor	2.720654334304029
nurse	operate	0.06984858254620073
jingoist	nationalistic	x
dubious	discussion	1.1427466812947524
slaughterhouse	meat	5.634847289533139
wary	trust	2.9866255207197856
tournament	judges	-0.5431899203313284
peripatetic	mobile	x
compassion	virtue	2.0587210428788065
linguistics	language	3.7981640959205736
righteous	judgment	3.5940876727340307
tenacity	determination	5.774241834183062
reputable	shady	x
convulsion	shudder	x
nebulous	distinct	1.6951636998693391
recluse	friendly	x
objective	task	1.0957829473461624
ravenous	hungry	4.125571038165414
stone	lithograph	1.1650886987015572
marsupial	kangaroo	7.418230376825199
voluble	fluency	x
palisade	resort	x
masterpiece	create	-2.171678348720208
modicum	abundance	x
rant	soliloquy	x
garrison	garrulous	x
hypotenuse	triangle	7.992330600891386
treachery	forgiveness	2.2402500315858944
unbecoming	improper	4.545946970015401
manufacturer	production	1.5119704933082316
punishment	penance	3.360179596146056
scholarly	erudite	4.330611498623837
crustacean	swim	1.1121899143807672
tree	deciduous	3.7214165777777217
commission	wage	0.7667333161790338
troupe	theaters	1.1848082796132622
word	lexicon	3.659500522065352
humanitarian	mortal	x
clandestine	overt	4.595150791723696
inebriated	sobriety	5.938813383763684
vapid	liveliness	x
rivulet	powerful	x
homophone	definition	1.9527554338826882
ascetic	frugal	4.623251979149076
witness	judgmental	x
fallacy	lie	2.1903373376494817
astute	clever	4.565050732439376
apprehensive	doubt	x
circumspect	attention	x
venerate	desecrate	x
anthology	passages	2.3773554569048443
concubine	spouse	3.73378891562042
teacher	tenured	2.644265910514645
condiment	eat	x
domineering	power	0.3535516331258079
fanatical	enthusiastic	x
examination	accusation	x
profanity	censored	6.27501766339087
ruined	annihilated	x
dichotomy	division	0.9098945437464168
appendage	body	2.7722125307013767
infertile	family	-0.9824267476853424
lummox	grace	x
predicament	solve	1.826074719881489
putsch	government	2.9839776882172604
conspiracy	successful	-0.32078556726555885
prescient	correct	x
caustic	relaxing	x
chef	entree	x
ethereal	concrete	x
precocious	direction	x
feline	cat	5.259671640575117
bigot	prejudiced	8.293069592675588
beautician	paint	x
performance	stellar	1.4762001807726854
coveted	desired	1.8760291818622796
preeminent	important	0.13776866519538294
fornication	marriage	3.8545227877479933
vicious	wrath	1.3486912075136184
revision	edition	2.9531404318585506
nod	acquiescence	x
deal	hustle	x
precinct	city	1.9748337288934856
candidate	deprecate	x
omniscient	omnipotent	10.263235014654688
alacrity	clarity	x
prince	opulent	1.3426883502612557
irritating	pleasing	x
vibration	perception	x
chord	music	1.21670218869061
sequoia	longevity	6.203958203822894
prophet	rogue	x
humorous	wit	3.049589126504164
claustrophobia	closets	x
hero	folksy	x
revere	denigrate	x
continent	nation	1.6631423403698131
decathlon	competition	2.9905106910439505
theologian	cancer	-1.7740858848355812
retain	burst	-0.19546236483228172
landscape	surround	-1.2764451602098472
bureaucracy	administration	2.6443685698423245
chef	fat	1.488351368329646
refrigerator	cool	3.609024021309738
mystery	boring	x
mother	daughter	3.462293635180992
shy	timid	6.939910288655429
boat	mountain	-0.24312877480746425
unpopular	wealth	-1.2126452793228155
success	failure	3.1955922480446266
magic	children	0.02776025953396323
ketchup	condiment	7.433064124500505
lawyer	mercy	-0.7834114216470202
wave	water	1.0642477394904144
king	royal	3.225446256268815
victory	defeat	3.0206574314156898
core	apple	1.2530934403638632
hill	mountain	3.4038110282483514
leather	cows	1.5548971792708577
minnow	fish	4.860222076158768
television	watch	1.2453591007836968
building	house	1.9257889051515336
lens	microscope	4.830351227956009
maid	chores	3.903876725088107
impossible	easy	-0.20836714299243894
clean	filthy	3.30175380569857
sin	immoral	2.3233730809642377
mask	face	3.8031914001789167
salt	food	1.596112961422144
idea	true	0.8794096885342348
prestigious	honor	2.5008294679281264
athlete	thin	x
meat	fried	4.494900660167435
map	navigate	3.2647054995133957
fish	ocean	2.382426224224499
guitar	music	1.1613239022001445
sleeve	shirt	4.8342936166776935
hurry	delay	x
cow	field	0.30911687283771805
pill	doctor	0.9634674080041254
upset	sadness	0.23809029988237465
possible	easy	0.262202312862203
stove	bake	x
demon	evil	3.4226658203394007
animal	dog	2.377049543635899
library	books	3.540474534520392
referee	team	1.0004290331000905
bathtub	gallons	3.182317187855765
obvious	clear	1.2508132655215232
brilliant	ideas	1.0747351464845611
praise	enjoy	-1.5546981831492417
blade	knife	4.9849865016817185
prisoner	freedom	1.12885353006722
preacher	cook	1.7463205918105191
gun	bullets	3.9205693381471254
necklace	silver	2.546967547443065
beautiful	ugly	4.327473898849826
obvious	mysterious	-0.2505986866594129
language	book	0.15895049452506738
unity	division	1.2375793041515797
silly	thought	0.5860852259817592
jet	airplane	2.7466960687758943
queen	fortress	0.8838105092735901
bomb	destroy	3.3487259285277453
nomad	home	0.0075168320423703704
new	strange	0.16270629448378662
carelessness	mistakes	4.723040074308033
tree	free	-0.8076964255750572
overweight	skinny	5.032714403591275
father	brother	2.9716822886780982
march	belief	-1.4276925093471249
baseball	basketball	4.766111901245698
bracelet	stylish	x
disabled	worth	-1.4277442915462557
moral	story	2.0600538800111288
wrench	tool	5.007278761287046
librarian	bookstore	3.306160092853577
strange	weird	4.878248844317709
soup	drink	2.0238001251553257
heart	love	1.8856109734750188
neutral	prejudice	x
unwanted	discarded	4.027858643238671
fire	heat	1.707363340016515
easy	simple	1.9474322093501744
beach	shore	3.242231002685146
sunset	early	-0.11707158140147962
head	face	1.606504537064244
spill	run	-0.1725893832586576
dentist	teeth	4.286865906431732
trust	pleasure	0.6229524768143961
novice	experience	2.1926683568108327
wonderful	good	1.587003113731395
frog	tadpole	6.2304956992171725
